1.495000,8377.761611
1.502000,8333.146009
1.530000,8163.957279
1.560000,7988.762881
1.620000,7665.529766
1.650000,7512.698372
1.680000,7369.241204
1.720000,7188.790719
1.750000,7059.115954
1.780000,6933.995800
1.810000,6813.489367
1.840000,6702.899412
1.870000,6591.823163
1.901000,6485.515252
1.930000,6389.417371
1.960000,6292.913427
1.991000,6195.994798
2.170000,5710.168788
2.502000,5035.684180
2.800000,4595.007127
3.102000,4250.466581
3.302000,4063.037639
3.606000,3823.669904
3.903000,3630.320575
4.105000,3516.699450
4.403000,3369.970687
4.709000,3240.875886
5.011000,3129.980430
5.318000,3031.187202
5.621000,2944.814697
5.911000,2871.154322
6.205000,2803.716700
6.499000,2742.620535
6.787000,2687.982361
7.105000,2633.019631
7.411000,2584.653437
7.696000,2542.988692
8.006000,2501.123565
8.343000,2459.054899
8.647000,2423.837967
8.975000,2388.471290
9.257000,2360.066850
9.557000,2331.563506
9.876000,2302.960307
10.131000,2281.437785
10.490000,2252.651581
10.777000,2230.990296
11.183000,2202.014677
11.508000,2180.209307
12.091000,2143.726012
12.599000,2114.409230
13.006000,2092.345049
13.589000,2062.819691
14.058000,2040.595721
14.557000,2018.301733
15.089000,1995.936187
15.656000,1973.498658
16.055000,1958.499673
16.689000,1935.938152
17.135000,1920.856088
17.603000,1905.739247
18.093000,1890.588216
18.606000,1875.402839
19.144000,1860.182330
19.709000,1844.926019
20.303000,1829.633340
20.611000,1821.973507
21.250000,1806.626687
21.582000,1798.939306
22.272000,1783.536540
22.630000,1775.821347
22.998000,1768.096376
23.763000,1752.618069
24.161000,1744.864447
24.570000,1737.101008
24.990000,1729.327871
25.421000,1721.545148
25.865000,1713.752052
26.789000,1698.136610
27.766000,1682.480847
28.799000,1666.784590
29.894000,1651.046612
31.054000,1635.266988
32.284000,1619.445140
33.590000,1603.580304
34.977000,1587.672197
36.453000,1571.719762
38.024000,1555.722731
39.699000,1539.680158
41.485000,1523.591828
43.392000,1507.456921
45.431000,1491.274625
47.613000,1475.044359
49.951000,1458.765344
52.459000,1442.436858
55.153000,1426.058073
58.051000,1409.628110
61.172000,1393.146236
64.538000,1376.611563
68.173000,1360.023263
72.105000,1343.380329
76.365000,1326.681791
80.987000,1309.926744
86.010000,1293.114173
91.479000,1276.242940
97.442000,1259.312143
103.957000,1242.320528
111.086000,1225.267119
118.900000,1208.150843
127.482000,1190.970442
136.921000,1173.724960
147.320000,1156.413282
158.795000,1139.034309
171.472000,1121.587163
185.494000,1104.070878
201.014000,1086.484746
209.387000,1077.665296
218.197000,1068.828183
227.467000,1059.973331
237.217000,1051.100780
247.469000,1042.210513
258.245000,1033.302526
269.563000,1024.376919
281.442000,1015.433744
293.895000,1006.473174
306.934000,997.495351
309.000000,996.085825
314.000000,992.661457
325.000000,984.937214
